date,year,month,quarter,city,province,region,latitude,longitude,category,channel,payment_method,sales_amount,order_count,customer_count,avg_order_value,avg_price
2023-04-05,2023,4,2,青岛,山东,华东,36.0671,120.3826,电子产品,线下,支付宝,258923.6,34,27,7615.4,2500
2023-04-05,2023,4,2,青岛,山东,华东,36.0671,120.3826,服装鞋帽,线下,微信支付,31546.78,35,24,901.34,300
2023-04-05,2023,4,2,青岛,山东,华东,36.0671,120.3826,食品饮料,线上,现金,8652.92,36,25,240.36,80
2023-04-05,2023,4,2,青岛,山东,华东,36.0671,120.3826,家居用品,线下,支付宝,44729.53,29,20,1542.4,500
2023-04-05,2023,4,2,青岛,山东,华东,36.0671,120.3826,美妆护肤,线上,微信支付,35427.47,29,24,1221.64,400
2023-04-05,2023,4,2,青岛,山东,华东,36.0671,120.3826,图书文具,线上,支付宝,6456.64,35,28,184.48,60
2023-04-06,2023,4,2,北京,北京,华北,39.9042,116.4074,电子产品,线上,微信支付,545299.47,72,62,7573.6,2500
2023-04-06,2023,4,2,北京,北京,华北,39.9042,116.4074,服装鞋帽,线上,支付宝,48648.64,54,36,900.9,300
2023-04-06,2023,4,2,北京,北京,华北,39.9042,116.4074,食品饮料,线上,支付宝,11535.4,48,37,240.32,80
2023-04-06,2023,4,2,北京,北京,华北,39.9042,116.4074,家居用品,线上,微信支付,94509.68,63,41,1500.15,500
2023-04-06,2023,4,2,北京,北京,华北,39.9042,116.4074,美妆护肤,线上,支付宝,95570.31,79,52,1209.75,400
2023-04-06,2023,4,2,北京,北京,华北,39.9042,116.4074,图书文具,线下,支付宝,8188.69,45,30,181.97,60
2023-04-06,2023,4,2,上海,上海,华东,31.2304,121.4737,电子产品,线上,银行卡,571832.73,76,50,7524.11,2500
2023-04-06,2023,4,2,上海,上海,华东,31.2304,121.4737,服装鞋帽,线下,微信支付,76554.96,85,51,900.65,300
2023-04-06,2023,4,2,上海,上海,华东,31.2304,121.4737,食品饮料,线上,银行卡,16424.49,68,43,241.54,80
2023-04-06,2023,4,2,上海,上海,华东,31.2304,121.4737,家居用品,线上,支付宝,83392.88,55,40,1516.23,500
2023-04-06,2023,4,2,上海,上海,华东,31.2304,121.4737,美妆护肤,线下,微信支付,100321.49,83,62,1208.69,400
2023-04-06,2023,4,2,上海,上海,华东,31.2304,121.4737,图书文具,线上,支付宝,8992.61,49,40,183.52,60
2023-04-06,2023,4,2,广州,广东,华南,23.1291,113.2644,电子产品,线上,支付宝,486412.46,64,52,7600.19,2500
2023-04-06,2023,4,2,广州,广东,华南,23.1291,113.2644,服装鞋帽,线下,银行卡,49872.56,55,44,906.77,300
2023-04-06,2023,4,2,广州,广东,华南,23.1291,113.2644,食品饮料,线上,微信支付,12306.13,51,42,241.3,80
2023-04-06,2023,4,2,广州,广东,华南,23.1291,113.2644,家居用品,线上,现金,65482.07,43,29,1522.84,500
2023-04-06,2023,4,2,广州,广东,华南,23.1291,113.2644,美妆护肤,线下,支付宝,78736.1,65,41,1211.32,400
2023-04-06,2023,4,2,广州,广东,华南,23.1291,113.2644,图书文具,线上,微信支付,8618.13,47,30,183.36,60
2023-04-06,2023,4,2,深圳,广东,华南,22.5431,114.0579,电子产品,线下,银行卡,532275.6,70,42,7603.94,2500
2023-04-06,2023,4,2,深圳,广东,华南,22.5431,114.0579,服装鞋帽,线上,支付宝,54134.8,60,49,902.25,300
2023-04-06,2023,4,2,深圳,广东,华南,22.5431,114.0579,食品饮料,线上,支付宝,13622.64,56,36,243.26,80
2023-04-06,2023,4,2,深圳,广东,华南,22.5431,114.0579,家居用品,线上,现金,94834.82,63,44,1505.31,500
2023-04-06,2023,4,2,深圳,广东,华南,22.5431,114.0579,美妆护肤,线上,银行卡,90809.53,75,66,1210.79,400
2023-04-06,2023,4,2,深圳,广东,华南,22.5431,114.0579,图书文具,线下,支付宝,6501.12,36,22,180.59,60
2023-04-06,2023,4,2,成都,四川,西南,30.5728,104.0668,电子产品,线上,现金,258731.35,34,24,7609.75,2500
2023-04-06,2023,4,2,成都,四川,西南,30.5728,104.0668,服装鞋帽,线下,支付宝,39454.66,43,29,917.55,300
2023-04-06,2023,4,2,成都,四川,西南,30.5728,104.0668,食品饮料,线上,支付宝,9384.33,39,34,240.62,80
2023-04-06,2023,4,2,成都,四川,西南,30.5728,104.0668,家居用品,线下,微信支付,76816.25,51,35,1506.2,500
2023-04-06,2023,4,2,成都,四川,西南,30.5728,104.0668,美妆护肤,线上,微信支付,69579.98,57,36,1220.7,400
2023-04-06,2023,4,2,成都,四川,西南,30.5728,104.0668,图书文具,线下,微信支付,6124.22,34,23,180.12,60
2023-04-06,2023,4,2,杭州,浙江,华东,30.2741,120.1551,电子产品,线下,微信支付,349338.38,46,31,7594.31,2500
2023-04-06,2023,4,2,杭州,浙江,华东,30.2741,120.1551,服装鞋帽,线上,支付宝,57259.82,63,52,908.89,300
2023-04-06,2023,4,2,杭州,浙江,华东,30.2741,120.1551,食品饮料,线下,支付宝,9276.57,38,31,244.12,80
2023-04-06,2023,4,2,杭州,浙江,华东,30.2741,120.1551,家居用品,线下,微信支付,70705.41,47,36,1504.37,500
2023-04-06,2023,4,2,杭州,浙江,华东,30.2741,120.1551,美妆护肤,线上,银行卡,52363.07,43,37,1217.75,400
2023-04-06,2023,4,2,杭州,浙江,华东,30.2741,120.1551,图书文具,线下,现金,7222.01,40,33,180.55,60
2023-04-06,2023,4,2,武汉,湖北,华中,30.5928,114.3055,电子产品,线下,微信支付,301506.84,40,29,7537.67,2500
2023-04-06,2023,4,2,武汉,湖北,华中,30.5928,114.3055,服装鞋帽,线上,微信支付,39009.66,43,37,907.2,300
2023-04-06,2023,4,2,武汉,湖北,华中,30.5928,114.3055,食品饮料,线上,支付宝,8234.46,34,26,242.19,80
2023-04-06,2023,4,2,武汉,湖北,华中,30.5928,114.3055,家居用品,线下,微信支付,40844.7,27,21,1512.77,500
2023-04-06,2023,4,2,武汉,湖北,华中,30.5928,114.3055,美妆护肤,线下,银行卡,51702.42,43,27,1202.38,400
2023-04-06,2023,4,2,武汉,湖北,华中,30.5928,114.3055,图书文具,线上,微信支付,4192.96,23,14,182.3,60
2023-04-06,2023,4,2,西安,陕西,西北,34.3416,108.9398,电子产品,线下,微信支付,256566.44,34,20,7546.07,2500
2023-04-06,2023,4,2,西安,陕西,西北,34.3416,108.9398,服装鞋帽,线上,支付宝,39961.37,44,34,908.21,300
2023-04-06,2023,4,2,西安,陕西,西北,34.3416,108.9398,食品饮料,线上,微信支付,6872.7,28,18,245.45,80
2023-04-06,2023,4,2,西安,陕西,西北,34.3416,108.9398,家居用品,线上,微信支付,67918.18,45,36,1509.29,500
2023-04-06,2023,4,2,西安,陕西,西北,34.3416,108.9398,美妆护肤,线下,支付宝,47385.95,39,32,1215.02,400
2023-04-06,2023,4,2,西安,陕西,西北,34.3416,108.9398,图书文具,线上,银行卡,4147.62,23,14,180.33,60
2023-04-06,2023,4,2,南京,江苏,华东,32.0603,118.7969,电子产品,线上,微信支付,371251.33,49,41,7576.56,2500
2023-04-06,2023,4,2,南京,江苏,华东,32.0603,118.7969,服装鞋帽,线上,支付宝,35938.49,39,24,921.5,300
2023-04-06,2023,4,2,南京,江苏,华东,32.0603,118.7969,食品饮料,线下,微信支付,9140.37,38,31,240.54,80
2023-04-06,2023,4,2,南京,江苏,华东,32.0603,118.7969,家居用品,线上,微信支付,57335.8,38,24,1508.84,500
2023-04-06,2023,4,2,南京,江苏,华东,32.0603,118.7969,美妆护肤,线上,微信支付,54255.53,45,36,1205.68,400
2023-04-06,2023,4,2,南京,江苏,华东,32.0603,118.7969,图书文具,线上,支付宝,7816.16,43,28,181.77,60
2023-04-06,2023,4,2,重庆,重庆,西南,29.4316,106.9123,电子产品,线下,现金,477798.41,63,52,7584.1,2500
2023-04-06,2023,4,2,重庆,重庆,西南,29.4316,106.9123,服装鞋帽,线上,微信支付,36412.46,40,25,910.31,300
2023-04-06,2023,4,2,重庆,重庆,西南,29.4316,106.9123,食品饮料,线上,现金,8669.59,36,22,240.82,80
2023-04-06,2023,4,2,重庆,重庆,西南,29.4316,106.9123,家居用品,线上,银行卡,75508.68,50,43,1510.17,500
2023-04-06,2023,4,2,重庆,重庆,西南,29.4316,106.9123,美妆护肤,线下,微信支付,56980.03,47,30,1212.34,400
2023-04-06,2023,4,2,重庆,重庆,西南,29.4316,106.9123,图书文具,线上,支付宝,6962.98,38,34,183.24,60
2023-04-06,2023,4,2,天津,天津,华北,39.3434,117.3616,电子产品,线上,支付宝,342331.05,45,30,7607.36,2500
2023-04-06,2023,4,2,天津,天津,华北,39.3434,117.3616,服装鞋帽,线上,支付宝,35048.7,38,31,922.33,300
2023-04-06,2023,4,2,天津,天津,华北,39.3434,117.3616,食品饮料,线上,银行卡,5517.77,22,14,250.81,80
2023-04-06,2023,4,2,天津,天津,华北,39.3434,117.3616,家居用品,线上,支付宝,45544.25,30,18,1518.14,500
2023-04-06,2023,4,2,天津,天津,华北,39.3434,117.3616,美妆护肤,线下,银行卡,42310.32,35,28,1208.87,400
2023-04-06,2023,4,2,天津,天津,华北,39.3434,117.3616,图书文具,线上,微信支付,4506.56,25,21,180.26,60
2023-04-06,2023,4,2,苏州,江苏,华东,31.2989,120.5853,电子产品,线上,支付宝,342935.52,45,35,7620.79,2500
2023-04-06,2023,4,2,苏州,江苏,华东,31.2989,120.5853,服装鞋帽,线上,银行卡,34068.76,37,24,920.78,300
2023-04-06,2023,4,2,苏州,江苏,华东,31.2989,120.5853,食品饮料,线上,支付宝,10896.85,45,29,242.15,80
2023-04-06,2023,4,2,苏州,江苏,华东,31.2989,120.5853,家居用品,线上,银行卡,63376.33,42,29,1508.96,500
2023-04-06,2023,4,2,苏州,江苏,华东,31.2989,120.5853,美妆护肤,线上,支付宝,66150.51,55,33,1202.74,400
2023-04-06,2023,4,2,苏州,江苏,华东,31.2989,120.5853,图书文具,线上,支付宝,3447.28,19,15,181.44,60
2023-04-06,2023,4,2,郑州,河南,华中,34.7466,113.6254,电子产品,线下,银行卡,321492.02,42,26,7654.57,2500
2023-04-06,2023,4,2,郑州,河南,华中,34.7466,113.6254,服装鞋帽,线下,支付宝,44418.82,49,33,906.51,300
2023-04-06,2023,4,2,郑州,河南,华中,34.7466,113.6254,食品饮料,线上,支付宝,7383.54,30,21,246.12,80
2023-04-06,2023,4,2,郑州,河南,华中,34.7466,113.6254,家居用品,线上,微信支付,51090.71,34,22,1502.67,500
2023-04-06,2023,4,2,郑州,河南,华中,34.7466,113.6254,美妆护肤,线下,银行卡,55308.69,46,28,1202.36,400
2023-04-06,2023,4,2,郑州,河南,华中,34.7466,113.6254,图书文具,线上,微信支付,5498.0,30,18,183.27,60
2023-04-06,2023,4,2,长沙,湖南,华中,28.2282,112.9388,电子产品,线下,现金,215708.23,28,18,7703.87,2500
2023-04-06,2023,4,2,长沙,湖南,华中,28.2282,112.9388,服装鞋帽,线下,微信支付,34459.54,38,31,906.83,300
2023-04-06,2023,4,2,长沙,湖南,华中,28.2282,112.9388,食品饮料,线上,银行卡,6859.35,28,24,244.98,80
2023-04-06,2023,4,2,长沙,湖南,华中,28.2282,112.9388,家居用品,线上,微信支付,50021.75,33,21,1515.81,500
2023-04-06,2023,4,2,长沙,湖南,华中,28.2282,112.9388,美妆护肤,线下,银行卡,44072.25,36,32,1224.23,400
2023-04-06,2023,4,2,长沙,湖南,华中,28.2282,112.9388,图书文具,线上,支付宝,4303.85,23,20,187.12,60
2023-04-06,2023,4,2,青岛,山东,华东,36.0671,120.3826,电子产品,线上,支付宝,295347.73,39,30,7573.02,2500
2023-04-06,2023,4,2,青岛,山东,华东,36.0671,120.3826,服装鞋帽,线上,支付宝,27987.03,31,20,902.81,300
2023-04-06,2023,4,2,青岛,山东,华东,36.0671,120.3826,食品饮料,线上,支付宝,6572.68,27,22,243.43,80
2023-04-06,2023,4,2,青岛,山东,华东,36.0671,120.3826,家居用品,线下,银行卡,50728.99,33,25,1537.24,500
2023-04-06,2023,4,2,青岛,山东,华东,36.0671,120.3826,美妆护肤,线上,微信支付,57972.63,48,29,1207.76,400
2023-04-06,2023,4,2,青岛,山东,华东,36.0671,120.3826,图书文具,线下,银行卡,4207.66,23,15,182.94,60
2023-04-07,2023,4,2,北京,北京,华北,39.9042,116.4074,电子产品,线下,微信支付,626968.71,83,72,7553.84,2500
2023-04-07,2023,4,2,北京,北京,华北,39.9042,116.4074,服装鞋帽,线下,支付宝,42462.25,47,31,903.45,300
2023-04-07,2023,4,2,北京,北京,华北,39.9042,116.4074,食品饮料,线下,微信支付,10912.22,45,32,242.49,80
2023-04-07,2023,4,2,北京,北京,华北,39.9042,116.4074,家居用品,线上,支付宝,89618.58,59,49,1518.96,500
2023-04-07,2023,4,2,北京,北京,华北,39.9042,116.4074,美妆护肤,线下,现金,86737.01,72,46,1204.68,400
2023-04-07,2023,4,2,北京,北京,华北,39.9042,116.4074,图书文具,线上,微信支付,8301.91,46,36,180.48,60
2023-04-07,2023,4,2,上海,上海,华东,31.2304,121.4737,电子产品,线下,微信支付,698275.24,93,70,7508.34,2500
2023-04-07,2023,4,2,上海,上海,华东,31.2304,121.4737,服装鞋帽,线下,支付宝,58034.79,64,42,906.79,300
2023-04-07,2023,4,2,上海,上海,华东,31.2304,121.4737,食品饮料,线下,微信支付,13379.18,55,33,243.26,80
2023-04-07,2023,4,2,上海,上海,华东,31.2304,121.4737,家居用品,线上,微信支付,81686.69,54,44,1512.72,500
2023-04-07,2023,4,2,上海,上海,华东,31.2304,121.4737,美妆护肤,线上,微信支付,73742.88,61,54,1208.9,400
2023-04-07,2023,4,2,上海,上海,华东,31.2304,121.4737,图书文具,线上,银行卡,12297.58,68,41,180.85,60
2023-04-07,2023,4,2,广州,广东,华南,23.1291,113.2644,电子产品,线上,微信支付,470440.17,62,53,7587.74,2500
2023-04-07,2023,4,2,广州,广东,华南,23.1291,113.2644,服装鞋帽,线下,支付宝,67654.47,75,53,902.06,300
2023-04-07,2023,4,2,广州,广东,华南,23.1291,113.2644,食品饮料,线上,支付宝,12330.51,51,32,241.77,80
2023-04-07,2023,4,2,广州,广东,华南,23.1291,113.2644,家居用品,线上,支付宝,80721.61,53,36,1523.05,500
2023-04-07,2023,4,2,广州,广东,华南,23.1291,113.2644,美妆护肤,线下,微信支付,106603.21,88,72,1211.4,400
2023-04-07,2023,4,2,广州,广东,华南,23.1291,113.2644,图书文具,线上,银行卡,9137.22,50,31,182.74,60
2023-04-07,2023,4,2,深圳,广东,华南,22.5431,114.0579,电子产品,线下,微信支付,441783.35,58,39,7616.95,2500
2023-04-07,2023,4,2,深圳,广东,华南,22.5431,114.0579,服装鞋帽,线上,微信支付,66573.61,73,56,911.97,300
2023-04-07,2023,4,2,深圳,广东,华南,22.5431,114.0579,食品饮料,线上,微信支付,14113.53,58,47,243.34,80
2023-04-07,2023,4,2,深圳,广东,华南,22.5431,114.0579,家居用品,线上,银行卡,97558.97,65,48,1500.91,500
2023-04-07,2023,4,2,深圳,广东,华南,22.5431,114.0579,美妆护肤,线下,微信支付,124458.65,103,92,1208.34,400
2023-04-07,2023,4,2,深圳,广东,华南,22.5431,114.0579,图书文具,线上,银行卡,9823.49,54,32,181.92,60
2023-04-07,2023,4,2,成都,四川,西南,30.5728,104.0668,电子产品,线上,银行卡,364680.81,48,36,7597.52,2500
2023-04-07,2023,4,2,成都,四川,西南,30.5728,104.0668,服装鞋帽,线上,支付宝,37641.29,41,32,918.08,300
2023-04-07,2023,4,2,成都,四川,西南,30.5728,104.0668,食品饮料,线上,支付宝,7826.8,32,27,244.59,80
2023-04-07,2023,4,2,成都,四川,西南,30.5728,104.0668,家居用品,线上,支付宝,74539.5,49,31,1521.21,500
2023-04-07,2023,4,2,成都,四川,西南,30.5728,104.0668,美妆护肤,线下,银行卡,56377.48,46,36,1225.6,400
2023-04-07,2023,4,2,成都,四川,西南,30.5728,104.0668,图书文具,线下,微信支付,5221.2,29,17,180.04,60
2023-04-07,2023,4,2,杭州,浙江,华东,30.2741,120.1551,电子产品,线上,支付宝,273576.37,36,30,7599.34,2500
2023-04-07,2023,4,2,杭州,浙江,华东,30.2741,120.1551,服装鞋帽,线上,支付宝,53311.97,59,40,903.59,300
2023-04-07,2023,4,2,杭州,浙江,华东,30.2741,120.1551,食品饮料,线上,银行卡,12300.41,51,39,241.18,80
2023-04-07,2023,4,2,杭州,浙江,华东,30.2741,120.1551,家居用品,线上,微信支付,78972.23,52,42,1518.7,500
2023-04-07,2023,4,2,杭州,浙江,华东,30.2741,120.1551,美妆护肤,线上,现金,64193.86,53,37,1211.2,400
2023-04-07,2023,4,2,杭州,浙江,华东,30.2741,120.1551,图书文具,线上,微信支付,7974.26,44,27,181.23,60
2023-04-07,2023,4,2,武汉,湖北,华中,30.5928,114.3055,电子产品,线下,微信支付,307410.16,40,33,7685.25,2500
2023-04-07,2023,4,2,武汉,湖北,华中,30.5928,114.3055,服装鞋帽,线上,银行卡,44349.84,49,41,905.1,300
2023-04-07,2023,4,2,武汉,湖北,华中,30.5928,114.3055,食品饮料,线上,支付宝,8727.69,36,23,242.44,80
2023-04-07,2023,4,2,武汉,湖北,华中,30.5928,114.3055,家居用品,线下,支付宝,60722.98,40,25,1518.07,500
2023-04-07,2023,4,2,武汉,湖北,华中,30.5928,114.3055,美妆护肤,线上,银行卡,58932.26,49,41,1202.7,400
2023-04-07,2023,4,2,武汉,湖北,华中,30.5928,114.3055,图书文具,线下,支付宝,5713.34,31,23,184.3,60
2023-04-07,2023,4,2,西安,陕西,西北,34.3416,108.9398,电子产品,线下,银行卡,315165.18,42,32,7503.93,2500
2023-04-07,2023,4,2,西安,陕西,西北,34.3416,108.9398,服装鞋帽,线上,支付宝,41047.52,45,38,912.17,300
2023-04-07,2023,4,2,西安,陕西,西北,34.3416,108.9398,食品饮料,线下,微信支付,8501.26,35,25,242.89,80
2023-04-07,2023,4,2,西安,陕西,西北,34.3416,108.9398,家居用品,线上,银行卡,45039.41,30,23,1501.31,500
2023-04-07,2023,4,2,西安,陕西,西北,34.3416,108.9398,美妆护肤,线上,银行卡,45355.8,37,25,1225.83,400
2023-04-07,2023,4,2,西安,陕西,西北,34.3416,108.9398,图书文具,线下,支付宝,5698.13,31,25,183.81,60
2023-04-07,2023,4,2,南京,江苏,华东,32.0603,118.7969,电子产品,线上,微信支付,397540.64,53,37,7500.77,2500
2023-04-07,2023,4,2,南京,江苏,华东,32.0603,118.7969,服装鞋帽,线下,支付宝,40357.58,44,35,917.22,300
2023-04-07,2023,4,2,南京,江苏,华东,32.0603,118.7969,食品饮料,线上,银行卡,9124.34,38,33,240.11,80
2023-04-07,2023,4,2,南京,江苏,华东,32.0603,118.7969,家居用品,线上,现金,79832.95,53,32,1506.28,500
2023-04-07,2023,4,2,南京,江苏,华东,32.0603,118.7969,美妆护肤,线上,支付宝,63532.43,52,44,1221.78,400
2023-04-07,2023,4,2,南京,江苏,华东,32.0603,118.7969,图书文具,线下,微信支付,6194.9,34,23,182.2,60
2023-04-07,2023,4,2,重庆,重庆,西南,29.4316,106.9123,电子产品,线上,银行卡,379913.99,50,35,7598.28,2500
2023-04-07,2023,4,2,重庆,重庆,西南,29.4316,106.9123,服装鞋帽,线下,现金,51742.78,57,46,907.77,300
2023-04-07,2023,4,2,重庆,重庆,西南,29.4316,106.9123,食品饮料,线上,支付宝,9969.01,41,32,243.15,80
2023-04-07,2023,4,2,重庆,重庆,西南,29.4316,106.9123,家居用品,线上,微信支付,48276.26,32,27,1508.63,500
2023-04-07,2023,4,2,重庆,重庆,西南,29.4316,106.9123,美妆护肤,线下,微信支付,81343.26,67,43,1214.08,400
2023-04-07,2023,4,2,重庆,重庆,西南,29.4316,106.9123,图书文具,线上,银行卡,6598.97,36,31,183.3,60
2023-04-07,2023,4,2,天津,天津,华北,39.3434,117.3616,电子产品,线上,支付宝,321676.67,42,36,7658.97,2500
2023-04-07,2023,4,2,天津,天津,华北,39.3434,117.3616,服装鞋帽,线下,微信支付,36562.45,40,28,914.06,300
2023-04-07,2023,4,2,天津,天津,华北,39.3434,117.3616,食品饮料,线上,支付宝,9910.92,41,33,241.73,80
2023-04-07,2023,4,2,天津,天津,华北,39.3434,117.3616,家居用品,线上,微信支付,45368.01,30,18,1512.27,500
2023-04-07,2023,4,2,天津,天津,华北,39.3434,117.3616,美妆护肤,线上,现金,49851.96,41,24,1215.9,400
2023-04-07,2023,4,2,天津,天津,华北,39.3434,117.3616,图书文具,线下,支付宝,6060.63,33,23,183.66,60
2023-04-07,2023,4,2,苏州,江苏,华东,31.2989,120.5853,电子产品,线下,银行卡,369151.58,49,36,7533.71,2500
2023-04-07,2023,4,2,苏州,江苏,华东,31.2989,120.5853,服装鞋帽,线下,微信支付,36066.39,40,27,901.66,300
2023-04-07,2023,4,2,苏州,江苏,华东,31.2989,120.5853,食品饮料,线上,现金,8460.86,35,21,241.74,80
2023-04-07,2023,4,2,苏州,江苏,华东,31.2989,120.5853,家居用品,线上,支付宝,71431.65,47,28,1519.82,500
2023-04-07,2023,4,2,苏州,江苏,华东,31.2989,120.5853,美妆护肤,线下,支付宝,53378.08,44,29,1213.14,400
2023-04-07,2023,4,2,苏州,江苏,华东,31.2989,120.5853,图书文具,线上,支付宝,6692.45,37,24,180.88,60
2023-04-07,2023,4,2,郑州,河南,华中,34.7466,113.6254,电子产品,线下,微信支付,244063.99,32,22,7627.0,2500
2023-04-07,2023,4,2,郑州,河南,华中,34.7466,113.6254,服装鞋帽,线上,支付宝,31642.01,35,27,904.06,300
2023-04-07,2023,4,2,郑州,河南,华中,34.7466,113.6254,食品饮料,线下,微信支付,6702.17,27,19,248.23,80
2023-04-07,2023,4,2,郑州,河南,华中,34.7466,113.6254,家居用品,线下,支付宝,55584.21,37,30,1502.28,500
2023-04-07,2023,4,2,郑州,河南,华中,34.7466,113.6254,美妆护肤,线下,支付宝,53751.45,44,31,1221.62,400
2023-04-07,2023,4,2,郑州,河南,华中,34.7466,113.6254,图书文具,线上,微信支付,4215.98,23,17,183.3,60
2023-04-07,2023,4,2,长沙,湖南,华中,28.2282,112.9388,电子产品,线下,支付宝,248528.96,33,26,7531.18,2500
2023-04-07,2023,4,2,长沙,湖南,华中,28.2282,112.9388,服装鞋帽,线上,银行卡,23774.72,26,22,914.41,300
2023-04-07,2023,4,2,长沙,湖南,华中,28.2282,112.9388,食品饮料,线上,支付宝,7788.03,32,25,243.38,80
2023-04-07,2023,4,2,长沙,湖南,华中,28.2282,112.9388,家居用品,线下,支付宝,47075.74,31,27,1518.57,500
2023-04-07,2023,4,2,长沙,湖南,华中,28.2282,112.9388,美妆护肤,线上,银行卡,49052.56,40,35,1226.31,400
2023-04-07,2023,4,2,长沙,湖南,华中,28.2282,112.9388,图书文具,线下,微信支付,3993.29,22,14,181.51,60
2023-04-07,2023,4,2,青岛,山东,华东,36.0671,120.3826,电子产品,线上,银行卡,234774.06,31,24,7573.36,2500
2023-04-07,2023,4,2,青岛,山东,华东,36.0671,120.3826,服装鞋帽,线上,银行卡,29660.81,32,26,926.9,300
2023-04-07,2023,4,2,青岛,山东,华东,36.0671,120.3826,食品饮料,线下,支付宝,8723.18,36,30,242.31,80
2023-04-07,2023,4,2,青岛,山东,华东,36.0671,120.3826,家居用品,线上,微信支付,54953.09,36,27,1526.47,500
2023-04-07,2023,4,2,青岛,山东,华东,36.0671,120.3826,美妆护肤,线上,支付宝,61009.85,50,34,1220.2,400
2023-04-07,2023,4,2,青岛,山东,华东,36.0671,120.3826,图书文具,线下,支付宝,4805.94,26,17,184.84,60
2023-04-08,2023,4,2,北京,北京,华北,39.9042,116.4074,电子产品,线上,银行卡,645371.25,86,52,7504.32,2500
2023-04-08,2023,4,2,北京,北京,华北,39.9042,116.4074,服装鞋帽,线上,支付宝,60521.02,67,57,903.3,300
2023-04-08,2023,4,2,北京,北京,华北,39.9042,116.4074,食品饮料,线下,支付宝,20630.1,85,71,242.71,80
2023-04-08,2023,4,2,北京,北京,华北,39.9042,116.4074,家居用品,线下,现金,139617.35,93,68,1501.26,500
2023-04-08,2023,4,2,北京,北京,华北,39.9042,116.4074,美妆护肤,线上,支付宝,116842.34,97,83,1204.56,400
2023-04-08,2023,4,2,北京,北京,华北,39.9042,116.4074,图书文具,线上,微信支付,11831.01,65,39,182.02,60
2023-04-08,2023,4,2,上海,上海,华东,31.2304,121.4737,电子产品,线上,微信支付,794042.74,105,83,7562.31,2500
2023-04-08,2023,4,2,上海,上海,华东,31.2304,121.4737,服装鞋帽,线下,支付宝,102947.99,114,83,903.05,300
2023-04-08,2023,4,2,上海,上海,华东,31.2304,121.4737,食品饮料,线上,支付宝,14589.49,60,46,243.16,80
2023-04-08,2023,4,2,上海,上海,华东,31.2304,121.4737,家居用品,线下,微信支付,173707.65,115,81,1510.5,500
2023-04-08,2023,4,2,上海,上海,华东,31.2304,121.4737,美妆护肤,线下,微信支付,138653.66,115,79,1205.68,400
2023-04-08,2023,4,2,上海,上海,华东,31.2304,121.4737,图书文具,线下,支付宝,14196.65,78,51,182.01,60
2023-04-08,2023,4,2,广州,广东,华南,23.1291,113.2644,电子产品,线下,支付宝,640123.84,85,70,7530.87,2500
2023-04-08,2023,4,2,广州,广东,华南,23.1291,113.2644,服装鞋帽,线下,银行卡,63722.46,70,60,910.32,300
2023-04-08,2023,4,2,广州,广东,华南,23.1291,113.2644,食品饮料,线下,微信支付,16596.49,69,43,240.53,80
2023-04-08,2023,4,2,广州,广东,华南,23.1291,113.2644,家居用品,线下,微信支付,133265.12,88,61,1514.38,500
2023-04-08,2023,4,2,广州,广东,华南,23.1291,113.2644,美妆护肤,线上,银行卡,72411.32,60,38,1206.86,400
2023-04-08,2023,4,2,广州,广东,华南,23.1291,113.2644,图书文具,线上,现金,11294.62,62,42,182.17,60
2023-04-08,2023,4,2,深圳,广东,华南,22.5431,114.0579,电子产品,线上,银行卡,738212.57,98,86,7532.78,2500
2023-04-08,2023,4,2,深圳,广东,华南,22.5431,114.0579,服装鞋帽,线下,微信支付,67219.5,74,66,908.37,300
2023-04-08,2023,4,2,深圳,广东,华南,22.5431,114.0579,食品饮料,线下,银行卡,16552.71,68,57,243.42,80
2023-04-08,2023,4,2,深圳,广东,华南,22.5431,114.0579,家居用品,线上,支付宝,80533.46,53,41,1519.5,500
2023-04-08,2023,4,2,深圳,广东,华南,22.5431,114.0579,美妆护肤,线上,银行卡,102509.88,85,72,1206.0,400
2023-04-08,2023,4,2,深圳,广东,华南,22.5431,114.0579,图书文具,线下,微信支付,9298.9,51,30,182.33,60
2023-04-08,2023,4,2,成都,四川,西南,30.5728,104.0668,电子产品,线上,微信支付,485729.74,64,55,7589.53,2500
2023-04-08,2023,4,2,成都,四川,西南,30.5728,104.0668,服装鞋帽,线上,银行卡,50018.53,55,49,909.43,300
2023-04-08,2023,4,2,成都,四川,西南,30.5728,104.0668,食品饮料,线上,支付宝,10795.59,44,30,245.35,80
2023-04-08,2023,4,2,成都,四川,西南,30.5728,104.0668,家居用品,线上,微信支付,62116.13,41,28,1515.03,500
2023-04-08,2023,4,2,成都,四川,西南,30.5728,104.0668,美妆护肤,线下,支付宝,95402.53,79,54,1207.63,400
2023-04-08,2023,4,2,成都,四川,西南,30.5728,104.0668,图书文具,线上,微信支付,9937.11,55,36,180.67,60
2023-04-08,2023,4,2,杭州,浙江,华东,30.2741,120.1551,电子产品,线下,支付宝,551585.54,73,52,7555.97,2500
2023-04-08,2023,4,2,杭州,浙江,华东,30.2741,120.1551,服装鞋帽,线上,支付宝,78882.31,87,68,906.69,300
2023-04-08,2023,4,2,杭州,浙江,华东,30.2741,120.1551,食品饮料,线上,现金,15236.57,63,38,241.85,80
